Feature_1	Y0	Y1	Y10	Y11	Y12	Y13	Y14	Y15	Y16	Y17	Y18	Y19	Y2	Y20	Y21	Y22	Y23	Y24	Y25	Y26	Y27	Y28	Y29	Y3	Y30	Y31	Y32	Y33	Y34	Y35	Y36	Y37	Y38	Y39	Y4	Y40	Y41	Y42	Y43	Y44	Y45	Y46	Y47	Y48	Y49	Y5	Y50	Y51	Y52	Y53	Y54	Y55	Y56	Y57	Y58	Y59	Y6	Y60	Y61	Y62	Y63	Y64	Y65	Y66	Y67	Y68	Y69	Y7	Y70	Y71	Y72	Y73	Y74	Y75	Y76	Y77	Y78	Y79	Y8	Y80	Y81	Y82	Y83	Y84	Y85	Y86	Y87	Y88	Y89	Y9	Y90	Y91	Y92	Y93	Y94	Y95	Y96	Y97	Y98	Y99
Y18											1.0	0.9371061441512406		0.9131719019288879	0.9356045687278456	0.9193333989759749	0.8757629624363288	0.8812758587826006	0.8879700900602164	0.8836155966916109	0.8285496258369436	0.907265227272168	0.9198661332065037		0.9068714489617199	0.9383737137975592	0.8816696370930488	0.922607325718787	0.8955543521071287	0.9135656802393358	0.9217949980307207	0.876920047262702	0.9122439936983064	0.16843557996061917		0.14429893658920837	0.1466824206418761	0.15082217408428517	0.15337665191949193	0.14427811979692606	0.07343965489855005	0.17975979871950723	0.12226762504923198	0.15630544602876337	0.17227801082099542		0.19826737931056276	0.2002956014979363	0.20620815281606933	0.12111067349350138	0.20620815281606933	0.09627313903111462	0.1490252067743206	0.1944150444136094	0.15140776036725198	0.17934449252239612		0.18489070500196927	0.15286530129972428	0.12423705694634071	0.1974798226896668	0.16838298491991716	0.11281748594334902	0.01472326205436208	0.06141689641591178	0.23803898866580972	0.09962091374556913		0.1699153409583075	0.18645402999712304	0.22937586583595393	0.14708054352107128	0.1392006327433643	0.18330380351353917	0.17270578968097677	0.1990549359314587	-0.1361980731261984	-0.15198444257788815		-0.1839060653800709	-0.11141197321780227	-0.15785588020083785	-0.13816696467843834	-0.10136864907443875	-0.1389545212993343	-0.059017524278392436	-0.14754824734147304	-0.08894467587243965	-0.07844199482474513		-0.15264375738479719	-0.07594999162765599	-0.09760779870229543	-0.09137455691217015	-0.08960220559275306	-0.14924675068924775	-0.09524512883960748	-0.05941130258884043	-0.16218744161576573	-0.1302432059866089
Y19												1.0		0.9308919258990472	0.9374753840094526	0.9467063804647499	0.9238039163109836	0.9037212224781361	0.9352234873139752	0.9181025994486018	0.8968836155966917	0.9289230343468073	0.9553061811468226		0.9344359306930792	0.9352234873139752	0.9167159067229198	0.9382384797164238	0.9371307601417881	0.9344359306930792	0.9647499015360378	0.9370569121701458	0.9269889720362349	0.1625501846959133		0.14087731390311145	0.1360504062597804	0.14924675068924775	0.1770033505463713	0.15331396791390078	0.09549124028363745	0.188816699859811	0.10703032690035447	0.12266011995323695	0.20063004917325067		0.2124433984866904	0.16236456038789915	0.23717506892477358	0.1252461599054746	0.2095805435210713	0.09285151634501772	0.13460023631350926	0.19330691559807903	0.16794644940606757	0.18522988778710195		0.1863676644348169	0.16362248916896416	0.11951171722096483	0.22031896469565015	0.1592925209205829	0.08249655603885381	0.024079181085562062	0.08682059866089012	0.22819453090460992	0.09038991729027178		0.17975979871950723	0.18842292154936305	0.20535538889862656	0.15746849153209927	0.13447529301798844	0.18015357702995524	0.18983851910200866	0.20259894072549064	-0.17916913125383524	-0.16862813011760183		-0.22511323355651833	-0.13415714848365498	-0.19413270705085883	-0.17444379152845937	-0.14882827884994093	-0.16223666390457173	-0.09608190774930944	-0.19124163056321386	-0.08741878491945367	-0.10143785896985245		-0.18166601024025206	-0.13112817737918053	-0.12679661596425265	-0.13260634107916502	-0.13122784560850728	-0.2082512800315085	-0.10474503057916523	-0.1094703703045411	-0.1775940180120433	-0.16524714454509654
Y2			0.9111116581331233	0.9169456478928713	0.9175034633438157	0.9415239402811431	0.9307059866089012	0.9389031114612052	0.9307059866089012	0.8665813312327688	0.9000344623867665	0.932896809767625	1.0	0.9100216754453039	0.9253643166601024	0.9337583694367861	0.9222288030691916	0.8978145478214161	0.8734002925736408	0.9690823158723907	0.9303367467506892	0.9348297090035274	0.9537310679050307	0.9537310679050307	0.9600315208721986	0.8863949768184246	0.9596377425617506	0.9501772351319417	0.90552382827885	0.9537310679050307	0.9190626230799528	0.9308782985427333	0.9396662071681766	0.1856977643981037	0.942693974005514	0.15805927530523828	0.18763536492846702	0.16209629775502166	0.15298287360904395	0.16985917209539128	0.09942902338811738	0.21441229003893034	0.12738775108310357	0.11950741004279229	0.22740697428371398	0.8986021044423123	0.2333136489404338	0.17571431641493818	0.22228239464356048	0.15064986215045292	0.21716226860968887	0.13408330051201262	0.1463420638046475	0.2375335678801363	0.16046466150755576	0.20281219832685077	0.8971297755021662	0.21327294210319023	0.17605356439543127	0.18015357702995524	0.22740697428371398	0.2143772838000174	0.13014373160306056	0.052959425884503065	0.0976270185112249	0.2348887621822258	0.11734442693974005	0.8929450571090981	0.20693050214041853	0.22031896469565015	0.21519984665982628	0.20222036234738086	0.15731443502397183	0.18527269506577912	0.18331528160693186	0.18409136013443514	-0.16297499823666167	-0.1038753220858756	0.9585712879086254	-0.16655179204411183	-0.07640803465931469	-0.12241583226051876	-0.1165091576037989	-0.0726910200866483	-0.12202205395007075	-0.056261076105256505	-0.1553515163450177	-0.06059263752018439	-0.04485916967064834	0.9481341079165027	-0.13137554155179204	-0.09682024208139944	-0.06846820372914418	-0.07047558093737692	-0.05575521858999607	-0.15205297361165812	-0.054292184553016556	-0.05586729779480852	-0.14446741764560617	-0.13132630957069713
Y20														0.9999999999999999	0.8891514249915604	0.9104154537557518	0.9496062992125984	0.8992125984251969	0.8866141732283463	0.9084465622035119	0.8938767647169363	0.9244094488188976	0.9559055118110236		0.9181102362204723	0.8929133858267716	0.8929133858267716	0.9096278971348559	0.9269541427945674	0.8866141732283463	0.9214412464482957	0.9159283501020237	0.9230163596900876	0.09552651899632347		0.0528155158888366	0.058858267716535434	0.0721106531007881	0.10452755905511811	0.052973615766831274	0.0061023622047244085	0.1108267716535433	0.02367592091568537	0.060973226181345555	0.1171259842519685		0.12972440944881888	0.1061860061768829	0.1390529658769463	0.04769639785301274	0.13314629122022648	0.009499901739557748	0.08589289396646772	0.11620751795429043	0.06909448818897637	0.10680258747578641		0.10110258120752133	0.06487497664630629	0.03759842519685039	0.12972440944881888	0.10172418730093521	0.0312992125984252	-0.05129972827977527	-0.01358535171045564	0.1187007874015748	0.05178184782391063		0.08956692913385825	0.0919291338582677	0.13602362204724408	0.04690884123211675	0.058858267716535434	0.06909448818897637	0.09967513483214735	0.11161417322834645	-0.16476377952755905	-0.12416306595162496		-0.17439456923965335	-0.08185666628437584	-0.12933070866141733	-0.11673228346456693	-0.07270132056646006	-0.1356299212598425	-0.062401574803149604	-0.15731443502397183	-0.060039370078740155	-0.05563214295215551		-0.14431975077918818	-0.09153543307086613	-0.08759842519685039	-0.08973223249333563	-0.060838748964214394	-0.15234298385456596	-0.04744094488188976	-0.075	-0.17736220472440942	-0.13998818936426027
Y21															1.0	0.9375984639621899	0.9025398875467922	0.9163221284124717	0.9080527838930639	0.9211057502953919	0.8685998424576605	0.8887576466811125	0.9391612704184551		0.9328608174512873	0.9391612704184551	0.9084465622035119	0.9404046868846003	0.915911776289878	0.9466430583169669	0.934127609294998	0.9411677825915715	0.8950620322961796	0.25821863910337023		0.2100728633320205	0.22465052611057806	0.2083497439936983	0.2073242804508665	0.24352472404631326	0.17306556744189142	0.2573341258777612	0.16874261520283576	0.18738919530205353	0.28923016902404836		0.2884426124031524	0.23768477059211573	0.28340389917290276	0.19948798739661286	0.2959826703426546	0.16207168176447423	0.20106341079165024	0.277106079136966	0.2297696441464019	0.25607625672667816		0.2861116581331233	0.21824537219377707	0.22150029962699413	0.2829297160568805	0.24995080687600282	0.1588895482657638	0.12502462326429875	0.15948700275699093	0.28962394733449637	0.17051496652225287		0.28686749916136034	0.25851546080910515	0.2829297160568805	0.23766738873572274	0.21204962017624238	0.22937586583595393	0.26449881843245376	0.2711163667434408	-0.12531994730007268	-0.08275064174700827		-0.1462189838519102	-0.06902323749507681	-0.10208702698364129	-0.08318566808213779	-0.05861067349350138	-0.07727899342541796	-0.010730458959707718	-0.09807010634107917	-0.021362473341803433	-0.018268662950395757		-0.10395332808192201	-0.04617050690002678	-0.05404607310898657	-0.03596396218983852	-0.04758270972823947	-0.11237199684915321	-0.05916519114481043	-0.011124237270155704	-0.12413861236872871	-0.11266738873572273
Y22																1.0	0.9167159067229198	0.904508779099032	0.9167159067229198	0.918693383221741	0.9130317053958251	0.8930892080960403	0.9230163596900874		0.9415239402811431	0.9052963357199281	0.9112030103766479	0.9560850728633321	0.9071238676644349	0.9486119498692069	0.9253889326506499	0.9253889326506499	0.8915911776289879	0.17749761116317878		0.15099448601811738	0.151013982056804	0.14247735328869635	0.16519000123293162	0.1576472356757197	0.11124237270155705	0.2148060683493783	0.09666699487987397	0.09389164202042954	0.2207127430060982		0.23922032359715367	0.13004928380584155	0.22346396218983852	0.13922804253643167	0.21718688460023633	0.09002067743205987	0.14555435210712878	0.20931322071129574	0.1612522181284517	0.20015268916957787		0.18370913745569123	0.15759157148483657	0.13053750991350854	0.2148060683493783	0.18094704085395633	0.09352234873139752	0.034444554538549416	0.11023040567152423	0.23528254049267375	0.09176841276092951		0.1998424925523547	0.19039181310160297	0.20929317200310646	0.17782591571484838	0.1332939580866445	0.1738531240627874	0.19631252461599058	0.2148060683493783	-0.16770033796203757	-0.1330017752803745		-0.2196977156360772	-0.13430484442693974	-0.17557590417099733	-0.15076787061277402	-0.12428613627412367	-0.150374092302326	-0.10351447335901526	-0.17900748326112645	-0.09524512883960748	-0.07322237683891776		-0.16564100039385582	-0.1318665117112705	-0.10981492632618309	-0.1299478141000394	-0.10890114218196141	-0.20404194564789288	-0.10154558180677531	-0.09130734573512758	-0.17360701261875738	-0.1482867270578968
Y23																	0.9999999999999999	0.9244094488188976	0.8992125984251969	0.9206536898273996	0.8946643213378322	0.9181102362204723	0.9433070866141732		0.9181102362204723	0.8803149606299212	0.8929133858267716	0.9151407934811278	0.9143532368602318	0.905511811023622	0.8887576466811125	0.9336483740721834	0.9167159067229198	0.1104956230039948		0.06581020013362025	0.07775590551181101	0.0717168747903401	0.09822834645669291	0.0781803920424982	0.03759842519685039	0.12972440944881888	0.029582595572405213	0.06885344927424966	0.15492125984251967		0.16122047244094484	0.114066229269787	0.13865918756649834	0.06659775675451625	0.12605828163216268	0.028401260641061247	0.07998621930974789	0.15756951587022433	0.08169291338582678	0.12768054832859116		0.10622169924334518	0.09716479810304143	0.08169291338582678	0.13602362204724408	0.14231534000600574	0.05019685039370079	-0.020185113814498907	-0.007678677053735796	0.12499999999999999	0.05729474417018249		0.09586614173228346	0.12342519685039369	0.16122047244094484	0.08549911565601974	0.07145669291338583	0.09429133858267716	0.1055818094888672	0.08641732283464566	-0.19389763779527558	-0.14621899519283352		-0.22322307973520408	-0.11650915760379892	-0.16476377952755905	-0.13326771653543307	-0.12704272740828262	-0.15846456692913385	-0.09783464566929134	-0.1919669263433949	-0.08287401574803148	-0.08359591038297352		-0.1738531240627874	-0.13326771653543307	-0.12933070866141733	-0.1318665117112705	-0.11478637749558895	-0.1995963811083247	-0.08917322834645669	-0.12303149606299213	-0.21909448818897637	-0.18724158661801907
Y24																		0.9999999999999999	0.8803149606299212	0.9265603644841195	0.8820634154034966	0.8803149606299212	0.905511811023622		0.9118110236220472	0.8866141732283463	0.874015748031496	0.8769442973676728	0.8694625094691609	0.8992125984251969	0.8769442973676728	0.9202599115169516	0.8615869432602011	0.21843074137509846		0.19811971244414475	0.20374015748031493	0.20993306175758442	0.21161417322834644	0.22863333793788515	0.15098425196850393	0.2494094488188976	0.0988875782112514	0.16026403715193738	0.28090551181102363		0.2998031496062992	0.21650912947754045	0.23867887842028768	0.1780370186112973	0.2575802373217912	0.16071077295158576	0.1926068160978729	0.2840190523560793	0.21397637795275587	0.2612207130286063		0.2542823439717893	0.21647962616878227	0.2202755905511811	0.2746062992125984	0.2365025778362179	0.1446850393700787	0.08458055008124175	0.08564678252243774	0.24468503937007874	0.15731443502397183		0.22185039370078738	0.22421259842519684	0.2494094488188976	0.18551880650980906	0.19114173228346457	0.1950787401574803	0.2560051240799992	0.2187007874015748	-0.34271653543307085	-0.27894842651939217		-0.3378125680755691	-0.27087025529941083	-0.2946850393700788	-0.28208661417322833	-0.26013979633970313	-0.2946850393700788	-0.2340551181102362	-0.3167946507554076	-0.23799212598425198	-0.22105161226121972		-0.30222485326883197	-0.27578740157480314	-0.2529527559055118	-0.24054932539491564	-0.24355188501208155	-0.31615476100092965	-0.25059055118110235	-0.2403543307086614	-0.3301181102362205	-0.3364835662778071
Y25																			0.9999999999999999	0.8950580996482802	0.8753691841258807	0.8803149606299212	0.9307086614173227		0.9307086614173227	0.8992125984251969	0.874015748031496	0.8958456562691762	0.9139594585497838	0.8866141732283463	0.9521559546632388	0.9198661332065037	0.9167159067229198	0.17628089587981347		0.1721303439545774	0.140748031496063	0.1244831683903707	0.18011811023622049	0.17349351483486375	0.11948818897637795	0.18641732283464565	0.08510533734557174	0.1342593009453538	0.23051181102362203		0.26200787401574804	0.17316790246656785	0.23946643504118365	0.12133294190678678	0.20638905696355253	0.10361291793662725	0.11818271542320286	0.21429454158350505	0.16988188976377952	0.21198023931916113		0.19049025767921496	0.17867690836577527	0.17618110236220472	0.22421259842519684	0.19985231374329016	0.08169291338582678	0.04125640335743922	0.06162630558511037	0.23838582677165351	0.08013388617616589		0.18405511811023623	0.18011811023622049	0.21161417322834644	0.1548040982948659	0.12185039370078737	0.1887795275590551	0.19851349075459274	0.2124015748031496	-0.22066929133858268	-0.20293424181308412		-0.2732329251620988	-0.19368970645160485	-0.22933070866141733	-0.1915354330708661	-0.17626501621428134	-0.17893700787401576	-0.1309055118110236	-0.20693050214041853	-0.11594488188976376	-0.11077196605517692		-0.21756251652251424	-0.15374015748031494	-0.1687007874015748	-0.16927545120382953	-0.16046466150755576	-0.23267375918595581	-0.12854330708661416	-0.1309055118110236	-0.22066929133858268	-0.19354203958518687
Y26																				1.0	0.948207955888145	0.9352234873139752	0.9450679450751749		0.9655444172184704	0.8867887551288725	0.9541248462154787	0.9357276486805829	0.9044899566758566	0.9206536898273996	0.9285643954312722	0.9404046868846003	0.9265212682158331	0.16038317723443168		0.1537760929499803	0.16519000123293162	0.1394495864513588	0.14195708091650025	0.16589521692690917	0.08170899941795784	0.1915731480329469	0.10493796770382041	0.10847292535623605	0.21677495990161827		0.22937586583595393	0.16625618668360428	0.18653997636864908	0.12783083891295785	0.19911874753840092	0.1167782591571485	0.11724596297755023	0.21441061326273553	0.13841307612246834	0.17877811557223613		0.18887849547065774	0.15325915714848365	0.18172869027174718	0.20417405396728258	0.1856277675744807	0.10061035831946133	0.022281859797989436	0.06771858999606145	0.22465052611057806	0.09964552973611658		0.189210478170259	0.1738531240627874	0.17857846378816325	0.17349350137849548	0.12738728342992464	0.15140776036725198	0.1735427333595904	0.16085843981800374	-0.25393778795014726	-0.17281367284208604		-0.24214749901536037	-0.17794899566758568	-0.19920260279787672	-0.18699547517398907	-0.16081626624655374	-0.19368970645160485	-0.1401358562306783	-0.22789484048838124	-0.1310789550903745	-0.11461000813219979		-0.20108802678219773	-0.17518212586054938	-0.15155542723367	-0.15279145332808192	-0.13132630957069713	-0.2287810161480898	-0.13737940805754237	-0.1401358562306783	-0.22794841946057998	-0.22161776289877905
Y27																					1.0	0.8942705430273843	0.906477670651272		0.9139594585497837	0.8674936179169209	0.9265603644841194	0.8828032690035448	0.8817693974005515	0.8871825334393205	0.9087977550216622	0.9096100827097283	0.8992959826703427	0.2087222186763462		0.22668865695155574	0.21401851172848232	0.1981094919259551	0.226619417662818	0.2250590943794712	0.15337665191949193	0.265997248707617	0.1617024419062623	0.1413300739541513	0.2715101450538888		0.29119906057628825	0.1798522481723968	0.25817250886175663	0.19478633320204802	0.27156360771957466	0.1632286333202048	0.17071189444663254	0.28003646422692413	0.18606025168667506	0.2519392424820314		0.22464552973611657	0.1942201654194565	0.21756251652251427	0.2577279041882092	0.24531935096306287	0.16637133616427557	0.08090407878032407	0.1275600630169358	0.2793857112628486	0.15830543521071289		0.2305572007672979	0.23922032359715367	0.2376452103553617	0.22784560850728636	0.19944871424190674	0.20417405396728258	0.2341719180779835	0.22110652131654615	-0.2498523379792494	-0.18091392905594073		-0.2510338716029933	-0.1671425758172509	-0.20102382748369868	-0.19393581789563488	-0.1566561638440331	-0.1821224685821952	-0.14746997726277208	-0.23564887751083102	-0.11911793891051685	-0.11960803856202507		-0.22100236313509256	-0.1959047094478748	-0.16597755785382762	-0.17351811736904293	-0.14575128003150847	-0.2486707365104372	-0.12502461356723668	-0.14746997726277208	-0.2305572007672979	-0.22302087435998427
Y28																						0.9999999999999999	0.9244094488188976		0.9307086614173227	0.8677165354330709	0.9307086614173227	0.9100216754453039	0.9328608174512873	0.9181102362204723	0.9143532368602318	0.9214412464482957	0.9289230343468075	0.10301107100015915		0.1095195925933471	0.1029527559055118	0.10321913962617928	0.1108267716535433	0.0966916183699411	0.0312992125984252	0.13602362204724408	0.07880488437840391	0.06727740465566885	0.12972440944881888		0.13602362204724408	0.09988182770255961	0.16425477774561764	0.0791986626888519	0.14535341884411415	0.060297303787348405	0.055965742372420524	0.1504788876560642	0.10688976377952755	0.1209838439041066		0.11764127024633687	0.1097657040373771	0.09429133858267716	0.1486220472440945	0.12142863036164907	0.06279527559055118	-0.026486807883415637	0.02461114440299935	0.17539370078740155	0.04469383823584682		0.10846456692913387	0.15492125984251967	0.1486220472440945	0.11778893711275489	0.109251968503937	0.13838582677165354	0.09928135652169938	0.11791338582677165	-0.2671259842519685	-0.19899568302001114		-0.2748080384038907	-0.189358145036677	-0.23169291338582676	-0.20649606299212597	-0.19713526666802478	-0.21909448818897637	-0.15846456692913385	-0.2541838993941773	-0.1372047244094488	-0.1517329775031357		-0.24552077656432147	-0.175	-0.18996062992125984	-0.19014570165757297	-0.17503445899413136	-0.2602382409173151	-0.1687007874015748	-0.16476377952755905	-0.2671259842519685	-0.2297696441464019
Y29																							0.9999999999999999		0.9496062992125984	0.9307086614173227	0.9118110236220472	0.9391612704184551	0.9265603644841195	0.9307086614173227	0.9584564076304066	0.9588501859408546	0.9537310679050307	0.1758869720901379		0.1284209514948506	0.1470472440944882	0.1394467441873943	0.16751968503937006	0.15419457674880627	0.08799212598425195	0.19271653543307085	0.11030714921424307	0.1271671001617401	0.21161417322834644		0.22421259842519684	0.17868405863160072	0.23277220376356786	0.11542626725006695	0.2138708448620643	0.1170013804918589	0.1548040982948659	0.20168898031388713	0.15098425196850393	0.18676911677992525		0.20466627685534258	0.1660760024314396	0.1446850393700787	0.23051181102362203	0.17975378182136204	0.10688976377952755	0.04165025923674652	0.06832053686272618	0.21948818897637792	0.112817485943349		0.18405511811023623	0.18641732283464565	0.21161417322834644	0.16071077295158576	0.1344488188976378	0.1635826771653543	0.1740992355068174	0.1872047244094488	-0.11830708661417322	-0.07099252224514006		-0.1279287286067906	-0.036572160582857026	-0.08287401574803148	-0.0639763779527559	-0.03292971121121313	-0.0702755905511811	0.002952755905511811	-0.09746013183587743	-0.000984251968503937	0.008960221254240976		-0.07895255124482191	-0.03248031496062992	-0.02854330708661417	-0.023971254648521366	-0.009253790295527755	-0.10075802518587933	0.00531496062992126	-0.009645669291338583	-0.11200787401574802	-0.08564678252243774
Y3			0.8938767647169363	0.9068714489617199	0.9118110236220472	0.937007874015748	0.9198661332065037	0.8734002925736408	0.9072652272721679	0.8544989336721374	0.9072652272721679	0.9226225813796396		0.9181102362204723	0.906477670651272	0.9167159067229198	0.905511811023622	0.874015748031496	0.874015748031496	0.9265603644841195	0.9190785765856077	0.905511811023622	0.9433070866141732	0.9999999999999999	0.9244094488188976	0.905511811023622	0.9244094488188976	0.9269541427945674	0.9131719019288879	0.9181102362204723	0.9332545957617352	0.9072652272721679	0.9415239402811431	0.1845532954630002	0.9651506389080224	0.16898011747099353	0.17460629921259843	0.16701122591875361	0.16988188976377952	0.16246555021425949	0.09035433070866142	0.21397637795275587	0.13747785263515436	0.11140665397593189	0.2202755905511811	0.905511811023622	0.2328740157480315	0.17474394708514865	0.24734200125014344	0.15637921153665785	0.2481295578710394	0.11266981907693101	0.150866315190386	0.22335478874604298	0.17224409448818895	0.19582936394246314	0.8804883021617047	0.20033471544041473	0.1621382193269597	0.15964566929133858	0.2265748031496063	0.21403951274700414	0.1344488188976378	0.05031508858150702	0.09667257521498145	0.23444881889763777	0.12738728342992464	0.9072652272721679	0.19901574803149605	0.2265748031496063	0.21397637795275587	0.18236858002622516	0.16200787401574804	0.19114173228346457	0.19575704258145682	0.20216535433070865	-0.14114173228346458	-0.12416306595162496	0.9171096850333676	-0.16336877654710966	-0.06610553386645625	-0.10570866141732281	-0.11200787401574802	-0.062069306184364355	-0.09311023622047243	-0.026181102362204722	-0.13841307612246834	-0.042716535433070864	-0.04499803421085853	0.9139594585497838	-0.13998818936426027	-0.08051181102362205	-0.0702755905511811	-0.05980508089928841	-0.05099429120301465	-0.14840520075008606	-0.03011811023622047	-0.026181102362204722	-0.14114173228346458	-0.11478637749558895
Y30																									0.9999999999999999	0.8929133858267716	0.9559055118110236	0.9403426053497992	0.9525497329736868	0.9433070866141732	0.945067945075175	0.9517621763527908	0.9293168126572554	0.15816040155473762		0.15598543322620986	0.1683070866141732	0.1284209514948506	0.1446850393700787	0.15655771202465002	0.08405511811023621	0.18248031496062989	0.08786178551870767	0.11061863166664146	0.20767716535433067		0.23917322834645668	0.15504338935288842	0.19693837751280077	0.11109470583513906	0.19024414623518499	0.11266981907693101	0.1205453852858908	0.2040525230519405	0.1470472440944882	0.18204203130381855		0.18773380950607904	0.14284308211500824	0.15964566929133858	0.20137795275590553	0.18802964790686186	0.08405511811023621	0.025108312305840104	0.07028942841496613	0.22814960629921255	0.07698365969258196		0.19901574803149605	0.16988188976377952	0.1887795275590551	0.15677298984710586	0.11791338582677165	0.15334645669291339	0.18236858002622516	0.20216535433070865	-0.22460629921259842	-0.17536433026157341		-0.23306753749640383	-0.15431187540680594	-0.18917322834645667	-0.17027559055118108	-0.1431876381366502	-0.18917322834645667	-0.12224409448818897	-0.22268163455833812	-0.11358267716535432	-0.10919654253794774		-0.19708604437921878	-0.1513779527559055	-0.14114173228346458	-0.14840520075008606	-0.1210868304627568	-0.22479819297699605	-0.1261811023622047	-0.12854330708661416	-0.22460629921259842	-0.19275448296429087
Y31																										0.9999999999999999	0.8488188976377953	0.8997834393736561	0.8745816275049849	0.8992125984251969	0.945855501696071	0.9131719019288879	0.8797007455408087	0.1900682285184581		0.15519787660531387	0.1557086614173228	0.16543611267696162	0.18248031496062989	0.20578969693806198	0.1281496062992126	0.20767716535433067	0.12566450332171467	0.17366041640987434	0.20767716535433067		0.2265748031496063	0.18735230403379524	0.22725930741729597	0.12330183345902673	0.2410415482829756	0.12566450332171467	0.16898011747099353	0.2209912460079896	0.17224409448818895	0.20016252562889433		0.22553652730908605	0.1747391252612954	0.1470472440944882	0.2265748031496063	0.1620197830667196	0.140748031496063	0.07473415309855935	0.08958456562691762	0.2470472440944882	0.1210868304627568		0.20531496062992124	0.20137795275590553	0.25177165354330705	0.16898011747099353	0.17460629921259843	0.17854330708661414	0.20757039189489648	0.214763779527559	-0.1309055118110236	-0.13243403941707818		-0.1586434368217338	-0.08028155304258387	-0.12696850393700787	-0.10807086614173228	-0.06955109408287616	-0.08287401574803148	-0.015944881889763778	-0.1171490473582769	-0.038779527559055116	-0.04736116948670231		-0.13486907132843642	-0.05137795275590551	-0.07893700787401575	-0.06728686879780021	-0.07107698503586211	-0.1318665117112705	-0.04507874015748031	-0.03484251968503937	-0.143503937007874	-0.11124237270155704
Y32																											0.9999999999999999	0.9218350247587436	0.9395550487289032	0.9307086614173227	0.909234118824408	0.9218350247587436	0.9238039163109836	0.15146369713025312		0.16228588619337772	0.1683070866141732	0.13511518277246642	0.13838582677165354	0.1439543238868166	0.058858267716535434	0.18248031496062989	0.11857649373365085	0.0917060962436716	0.20137795275590553		0.21397637795275587	0.15504338935288842	0.20993306175758442	0.13747785263515436	0.21032684006803243	0.09298090355453154	0.10203780469483528	0.19735581862745594	0.1470472440944882	0.16273976560971606		0.16843867229412754	0.12984839787022456	0.15964566929133858	0.1887795275590551	0.1943350696862903	0.08405511811023621	0.012504924168006639	0.07737743800302994	0.22814960629921255	0.08997834393736562		0.18641732283464565	0.1887795275590551	0.16988188976377952	0.1697676740918895	0.12421259842519684	0.16594488188976378	0.1701614524023375	0.18326771653543308	-0.22460629921259842	-0.15015755398590647		-0.21416617859490034	-0.14171096947247025	-0.1765748031496063	-0.1513779527559055	-0.14436897306799418	-0.1765748031496063	-0.12854330708661416	-0.2297696441464019	-0.10728346456692912	-0.10328870434833831		-0.19747982268966677	-0.1576771653543307	-0.14114173228346458	-0.14249852609336622	-0.1210868304627568	-0.21219728704266036	-0.13877952755905512	-0.13484251968503938	-0.20570866141732283	-0.19944871424190674
Y33																												1.0	0.8990005907837731	0.9391612704184551	0.935678416699488	0.9214503741630563	0.9206134304844427	0.16833707962146094		0.09743009058684522	0.12305572201499675	0.09612544308782986	0.10651703297618119	0.12893933675366923	0.06477653206869428	0.16834022771651552	0.09391000393855849	0.10339903284411417	0.18724158661801904		0.16755267109561955	0.1473891883132871	0.18380760141788108	0.09989168964159119	0.1829706577392674	0.05373670736510437	0.10619338322174084	0.1545224070545154	0.1281748400508206	0.1402152327917786		0.17942595510043324	0.1359048838125246	0.11990549553141282	0.18133491196129922	0.13401659662975116	0.06359519713735032	0.0116456571098884	0.08428515163450179	0.2207127430060982	0.08352205592753054		0.17267178913144343	0.14353219415829221	0.18094113365085124	0.1561638440330839	0.10415436311349323	0.14077574598515627	0.1309816857030327	0.151013982056804	-0.0902736776702016	-0.04968485422358307		-0.13162170145726665	-0.053269003544702646	-0.08594211625527372	-0.06743453566421823	-0.02983458054352107	-0.0678283139746662	-0.013880685443291633	-0.0878052382827885	-0.01742469023732354	0.0046040969969326235		-0.07635880267821978	-0.029631817861211215	-0.019393581789563488	-0.03399468294604175	-0.012554155179204413	-0.10331331232768806	-0.01742469023732354	-0.0008860011985079765	-0.08987989935975361	-0.0701309570697125
Y34																													1.0	0.9139594585497837	0.9352107128790863	0.9301152028357621	0.9118747538400945	0.1362013439710796		0.12856931862938165	0.13053750991350854	0.11539976368649076	0.14983264712546002	0.11635808774066085	0.05690096585973449	0.15692065671352384	0.08529440724694762	0.09438425294393653	0.17542823730457932		0.2014176057941467	0.13330051590098763	0.21017132729421031	0.10538105553367468	0.18417684127609296	0.06673395037416306	0.10178712091374559	0.16176218198264725	0.14195708091650025	0.14629762873480096		0.14983753446238676	0.11072272548247342	0.09588501859408546	0.17503445899413136	0.1534292948180313	0.06359519713735032	-0.0006155209888947358	0.05944761717211501	0.20220516241504263	0.06380464749901536		0.1671588927851716	0.1628273313702437	0.18645402999712304	0.13053859787317842	0.1096672594597651	0.14707619895232413	0.16406557699881844	0.18999803479115496	-0.1771510174127893	-0.1535355554699029		-0.19764178810555336	-0.09996553761323357	-0.1468300875082941	-0.1208407190187268	-0.1221937770775896	-0.14092341285157425	-0.07398110007541603	-0.194835565183143	-0.04641661834405677	-0.08590210921014933		-0.17349350137849548	-0.10981492632618309	-0.12477850212320671	-0.1256153997636865	-0.10454411185506104	-0.20121110673493503	-0.09682024208139944	-0.09997046856498334	-0.20235282928146064	-0.16453328081922017
